,period,actual,predicted,sector,feild
833,11-2014,29353.358229999998,26878.912,Residential,Sales
838,12-2014,34810.73921,31240.945,Residential,Sales
843,01-2015,38538.77502,35705.95,Residential,Sales
848,02-2015,35233.18453,35311.055,Residential,Sales
853,03-2015,32067.2815,30570.797,Residential,Sales
858,04-2015,23469.41632,24106.412,Residential,Sales
863,05-2015,25128.56159,25613.89,Residential,Sales
868,06-2015,29427.71184,30931.072,Residential,Sales
873,07-2015,36410.60325,38148.38,Residential,Sales
878,08-2015,35743.9907,31657.559,Residential,Sales
883,09-2015,30336.71621,30117.969,Residential,Sales
888,10-2015,23562.90305,24156.963,Residential,Sales
893,11-2015,25547.69051,26529.568,Residential,Sales
898,12-2015,30839.0614,32171.182,Residential,Sales
903,01-2016,36316.63757,37810.19,Residential,Sales
908,02-2016,31460.5059,33021.863,Residential,Sales
913,03-2016,27339.64872,31372.885,Residential,Sales
918,04-2016,24044.33967,24313.48,Residential,Sales
923,05-2016,24725.28882,27003.834,Residential,Sales
928,06-2016,32834.69941,33506.492,Residential,Sales
933,07-2016,40738.11855,37593.156,Residential,Sales
938,08-2016,42148.38144,30511.533,Residential,Sales
943,09-2016,31386.98845,30214.39,Residential,Sales
948,10-2016,24388.76072,26205.639,Residential,Sales
953,11-2016,25182.48391,25790.857,Residential,Sales
958,12-2016,35229.46489,31707.412,Residential,Sales
998,08-2017,33534.16523,31423.037,Residential,Sales
1003,09-2017,28608.07898,30472.416,Residential,Sales
1008,10-2017,24656.38252,25096.102,Residential,Sales
1013,11-2017,27496.34547,27544.639,Residential,Sales
1018,12-2017,35351.84971,31618.857,Residential,Sales
1023,01-2018,39210.62366,34829.617,Residential,Sales
1028,02-2018,30772.21985,35788.46,Residential,Sales
1033,03-2018,29551.70543,31956.479,Residential,Sales
1038,04-2018,26387.14089,25163.146,Residential,Sales
1043,05-2018,27748.81959,27111.18,Residential,Sales
1048,06-2018,33600.38398,33543.387,Residential,Sales
1053,07-2018,40749.42616,35903.89,Residential,Sales
1058,08-2018,39108.54738,33127.367,Residential,Sales
1063,09-2018,31504.08887,31297.455,Residential,Sales
1068,10-2018,26311.43978,24954.47,Residential,Sales
1073,11-2018,29162.28501,25869.088,Residential,Sales
1078,12-2018,33543.41936,30981.879,Residential,Sales
1083,01-2019,36712.1483,35576.715,Residential,Sales
1088,02-2019,31861.93392,40988.27,Residential,Sales
1093,03-2019,31521.99707,30302.855,Residential,Sales
1098,04-2019,23780.79872,24238.307,Residential,Sales
1103,05-2019,24080.96306,24898.637,Residential,Sales
1108,06-2019,28771.67264,32045.258,Residential,Sales
1113,07-2019,42495.23497,34745.72,Residential,Sales
1118,08-2019,36100.61686,30751.635,Residential,Sales
1123,09-2019,30302.46981,30632.889,Residential,Sales
1128,10-2019,25148.05036,24365.965,Residential,Sales
1133,11-2019,28768.20349,27930.898,Residential,Sales
1138,12-2019,32829.25886,31984.73,Residential,Sales
1143,01-2020,33475.82255,39071.496,Residential,Sales
1148,02-2020,31336.46506,37576.723,Residential,Sales
1153,03-2020,28006.33499,31416.096,Residential,Sales
1158,04-2020,25779.01712,26129.117,Residential,Sales
1163,05-2020,26857.72214,28244.031,Residential,Sales
1168,06-2020,35034.215169999996,34084.434,Residential,Sales
1173,07-2020,45754.69152,34246.207,Residential,Sales
1178,08-2020,39353.92188,31007.857,Residential,Sales
1183,09-2020,28122.41036,31143.18,Residential,Sales
1188,10-2020,25560.338239999997,24096.178,Residential,Sales
1193,11-2020,26596.58022,27138.023,Residential,Sales
1198,12-2020,34745.09839,31843.627,Residential,Sales
1203,01-2021,36074.17208,39476.363,Residential,Sales
1208,02-2021,35091.24151,31012.658,Residential,Sales
1213,03-2021,28847.20033,32313.982,Residential,Sales
1218,04-2021,24441.26509,24348.736,Residential,Sales
1223,05-2021,25945.29564,27634.367,Residential,Sales
1228,06-2021,35564.53831,34795.87,Residential,Sales
1233,07-2021,39358.95806,36029.16,Residential,Sales
1238,08-2021,42311.92518,33505.773,Residential,Sales
1243,09-2021,30537.25964,30908.875,Residential,Sales
1248,10-2021,26286.63394,24831.76,Residential,Sales
1253,11-2021,27802.17205,26335.441,Residential,Sales
1258,12-2021,32116.09415,31715.734,Residential,Sales
1263,01-2022,38175.39683,37431.914,Residential,Sales
1268,02-2022,33292.219789999996,33999.562,Residential,Sales
1273,03-2022,29763.15244,31893.422,Residential,Sales
1278,04-2022,25434.99179,24927.107,Residential,Sales
1283,05-2022,27500.71766,27682.062,Residential,Sales
1288,06-2022,34234.246,33345.855,Residential,Sales
1293,07-2022,40948.45538,38163.043,Residential,Sales
1298,08-2022,38849.75272,29786.67,Residential,Sales
1303,09-2022,29459.82751,29311.912,Residential,Sales
1308,10-2022,23756.88791,25088.188,Residential,Sales
1313,11-2022,26833.16714,25845.566,Residential,Sales
1318,12-2022,35296.80098,30810.22,Residential,Sales
1323,01-2023,33815.05085,36892.88,Residential,Sales
1328,02-2023,29085.373630000002,38244.707,Residential,Sales
1333,03-2023,29613.30166,30417.5,Residential,Sales
1338,04-2023,24343.84392,24083.39,Residential,Sales
1343,05-2023,24761.27626,25859.016,Residential,Sales
1348,06-2023,30041.09644,31692.342,Residential,Sales
1353,07-2023,38609.38296,35955.99,Residential,Sales
1358,08-2023,36631.02085,32558.148,Residential,Sales
1363,09-2023,29181.99341,29702.709,Residential,Sales
1368,10-2023,25180.80348,25023.77,Residential,Sales
1373,11-2023,26765.59232,27115.164,Residential,Sales
1378,12-2023,31021.47625,34242.457,Residential,Sales
1383,01-2024,37187.10944,37113.25,Residential,Sales
1388,02-2024,29860.73758,31118.76,Residential,Sales
0,10-2024,,30165.492,Residential,Sales
1,11-2024,,38264.375,Residential,Sales
2,12-2024,,31376.309,Residential,Sales
3,01-2025,,34037.35,Residential,Sales
4,02-2025,,27149.285,Residential,Sales
5,03-2025,,31376.309,Residential,Sales
6,04-2025,,31155.426,Residential,Sales
7,05-2025,,32684.67,Residential,Sales
8,06-2025,,32944.773,Residential,Sales
9,07-2025,,32407.557,Residential,Sales
10,08-2025,,28599.129,Residential,Sales
11,09-2025,,27542.348,Residential,Sales
12,10-2025,,28607.582,Residential,Sales
13,11-2025,,32098.361,Residential,Sales
14,12-2025,,35430.824,Residential,Sales
15,01-2026,,32393.78,Residential,Sales
16,02-2026,,30099.857,Residential,Sales
17,03-2026,,25305.889,Residential,Sales
18,04-2026,,26241.094,Residential,Sales
19,05-2026,,31086.764,Residential,Sales
20,06-2026,,36825.14,Residential,Sales
21,07-2026,,33875.086,Residential,Sales
22,08-2026,,30498.232,Residential,Sales
23,09-2026,,24448.105,Residential,Sales
4,01-2001,2693.0442,3419.8967,Residential,Revenue
9,02-2001,2185.62344,3626.1575,Residential,Revenue
14,03-2001,2188.98789,2847.121,Residential,Revenue
19,04-2001,1895.84132,1920.5642,Residential,Revenue
24,05-2001,1925.58498,1884.6536,Residential,Revenue
29,06-2001,2330.89072,2404.8223,Residential,Revenue
34,07-2001,3051.50376,2655.8152,Residential,Revenue
39,08-2001,3389.2856,3020.0598,Residential,Revenue
44,09-2001,2213.59139,2308.8557,Residential,Revenue
49,10-2001,1897.74226,2075.19,Residential,Revenue
54,11-2001,1834.62648,2206.452,Residential,Revenue
59,12-2001,2295.00032,2716.8203,Residential,Revenue
64,01-2002,2580.21908,3627.751,Residential,Revenue
69,02-2002,2090.55737,3856.6904,Residential,Revenue
74,03-2002,2224.31654,2593.5508,Residential,Revenue
79,04-2002,2003.77748,1908.3423,Residential,Revenue
84,05-2002,1959.83878,2122.1348,Residential,Revenue
89,06-2002,2579.4753,2604.7566,Residential,Revenue
94,07-2002,3620.28908,2697.9597,Residential,Revenue
99,08-2002,3303.10841,3088.8052,Residential,Revenue
104,09-2002,2540.91762,2573.822,Residential,Revenue
109,10-2002,2040.75307,1979.8511,Residential,Revenue
114,11-2002,2050.17009,2134.1787,Residential,Revenue
119,12-2002,2532.5232100000003,2839.416,Residential,Revenue
123,01-2003,2822.9189,3281.9136,Residential,Revenue
128,02-2003,2394.16924,3779.3818,Residential,Revenue
133,03-2003,2338.84602,2753.4185,Residential,Revenue
138,04-2003,1926.00666,1839.2478,Residential,Revenue
143,05-2003,1946.8026,1858.2999,Residential,Revenue
148,06-2003,2259.4585500000003,2600.2683,Residential,Revenue
153,07-2003,3138.8008,2975.8118,Residential,Revenue
158,08-2003,3182.53276,3158.069,Residential,Revenue
163,09-2003,2438.23574,2503.5422,Residential,Revenue
168,10-2003,2009.07441,1874.2943,Residential,Revenue
173,11-2003,2045.07866,2220.4226,Residential,Revenue
178,12-2003,2587.6296899999998,2909.3005,Residential,Revenue
183,01-2004,2907.37976,3439.5925,Residential,Revenue
188,02-2004,2465.53153,3447.612,Residential,Revenue
193,03-2004,2342.34187,2518.463,Residential,Revenue
198,04-2004,2024.89429,1828.1682,Residential,Revenue
203,05-2004,2072.00292,2045.8829,Residential,Revenue
208,06-2004,2596.23312,2890.6526,Residential,Revenue
213,07-2004,3036.21397,3329.7913,Residential,Revenue
218,08-2004,2838.84812,3197.8977,Residential,Revenue
223,09-2004,2529.7303,2539.5493,Residential,Revenue
228,10-2004,2055.6492900000003,2123.5784,Residential,Revenue
233,11-2004,2124.51529,2229.9077,Residential,Revenue
238,12-2004,2700.63554,2963.0715,Residential,Revenue
243,01-2005,2902.4191,3803.1948,Residential,Revenue
248,02-2005,2393.1664,3735.0208,Residential,Revenue
253,03-2005,2483.41316,2759.7603,Residential,Revenue
258,04-2005,2059.17826,2068.647,Residential,Revenue
263,05-2005,2089.63203,2406.8328,Residential,Revenue
268,06-2005,3040.54685,3012.4736,Residential,Revenue
273,07-2005,3767.14441,2930.6804,Residential,Revenue
278,08-2005,3734.1797100000003,2939.2263,Residential,Revenue
283,09-2005,2792.3484,2733.2444,Residential,Revenue
288,10-2005,2316.92678,2486.1807,Residential,Revenue
293,11-2005,2287.61227,2351.8394,Residential,Revenue
298,12-2005,2866.01468,3201.0479,Residential,Revenue
303,01-2006,2895.22412,3673.9458,Residential,Revenue
308,02-2006,2589.88126,4071.8887,Residential,Revenue
313,03-2006,2682.7923,2948.8052,Residential,Revenue
318,04-2006,2259.78309,2432.2764,Residential,Revenue
323,05-2006,2391.4914,2684.8062,Residential,Revenue
328,06-2006,2931.02562,2915.7478,Residential,Revenue
333,07-2006,4040.58734,2793.287,Residential,Revenue
338,08-2006,3938.0363,3115.3545,Residential,Revenue
343,09-2006,2509.17502,2688.688,Residential,Revenue
348,10-2006,2424.85214,2302.203,Residential,Revenue
353,11-2006,2498.0614100000003,2549.3892,Residential,Revenue
358,12-2006,2907.33002,3313.3433,Residential,Revenue
363,01-2007,3307.31037,3791.5737,Residential,Revenue
368,02-2007,3161.50546,3451.2341,Residential,Revenue
373,03-2007,2818.04151,3198.3455,Residential,Revenue
378,04-2007,2505.69511,2573.683,Residential,Revenue
383,05-2007,2611.4297,2825.2034,Residential,Revenue
388,06-2007,3407.5027099999998,3660.0576,Residential,Revenue
393,07-2007,3785.51498,3623.3032,Residential,Revenue
398,08-2007,4327.34954,3276.6782,Residential,Revenue
403,09-2007,3217.68123,3110.2197,Residential,Revenue
408,10-2007,2700.08378,2693.6492,Residential,Revenue
413,11-2007,2738.08139,2813.833,Residential,Revenue
418,12-2007,3364.43817,3368.0093,Residential,Revenue
423,01-2008,3600.5239,3799.411,Residential,Revenue
428,02-2008,3294.64816,3944.0044,Residential,Revenue
433,03-2008,3117.79667,3088.407,Residential,Revenue
438,04-2008,2622.15414,2658.868,Residential,Revenue
443,05-2008,2539.96647,2889.7395,Residential,Revenue
448,06-2008,3436.3362,3881.5715,Residential,Revenue
453,07-2008,4216.61279,3829.5625,Residential,Revenue
458,08-2008,3939.81939,3380.451,Residential,Revenue
463,09-2008,3065.3585700000003,3265.7822,Residential,Revenue
468,10-2008,2772.19963,2839.2317,Residential,Revenue
473,11-2008,3095.6370699999998,3168.2842,Residential,Revenue
478,12-2008,3858.13775,3454.2573,Residential,Revenue
483,01-2009,4155.722589999999,3619.8596,Residential,Revenue
488,02-2009,3342.81892,3547.3035,Residential,Revenue
493,03-2009,3258.87466,3280.5217,Residential,Revenue
498,04-2009,2802.78222,2874.853,Residential,Revenue
503,05-2009,2752.65982,2958.201,Residential,Revenue
508,06-2009,3421.96406,3740.4514,Residential,Revenue
513,07-2009,3616.68169,4076.9492,Residential,Revenue
518,08-2009,3895.67592,3586.0327,Residential,Revenue
523,09-2009,3110.07554,3248.844,Residential,Revenue
528,10-2009,2863.14597,2863.4824,Residential,Revenue
533,11-2009,2936.41068,3018.845,Residential,Revenue
538,12-2009,3729.92079,3905.1445,Residential,Revenue
543,01-2010,4145.95158,4032.469,Residential,Revenue
548,02-2010,3525.7587700000004,4297.99,Residential,Revenue
553,03-2010,3252.97793,3398.3398,Residential,Revenue
558,04-2010,2708.89684,2939.9924,Residential,Revenue
563,05-2010,3077.0193,3216.969,Residential,Revenue
568,06-2010,4031.11039,3903.8552,Residential,Revenue
573,07-2010,5206.78209,4253.032,Residential,Revenue
578,08-2010,5097.43981,3621.9429,Residential,Revenue
583,09-2010,3404.99638,3483.451,Residential,Revenue
588,10-2010,2876.41039,2908.6074,Residential,Revenue
593,11-2010,3097.96367,3152.824,Residential,Revenue
598,12-2010,4080.17335,3897.5483,Residential,Revenue
603,01-2011,4255.87767,4116.232,Residential,Revenue
608,02-2011,3641.4068,4798.446,Residential,Revenue
613,03-2011,3501.16146,3447.9932,Residential,Revenue
618,04-2011,2953.07602,3058.9536,Residential,Revenue
623,05-2011,3139.78629,3170.4365,Residential,Revenue
628,06-2011,3906.50491,3889.9563,Residential,Revenue
633,07-2011,5437.04408,4019.6316,Residential,Revenue
638,08-2011,4822.05632,3704.7473,Residential,Revenue
643,09-2011,3456.3160900000003,3489.2903,Residential,Revenue
648,10-2011,2975.21396,3041.042,Residential,Revenue
653,11-2011,3202.80292,3289.5793,Residential,Revenue
658,12-2011,3897.99968,4098.096,Residential,Revenue
663,01-2012,4203.54443,4117.144,Residential,Revenue
668,02-2012,3548.56182,4553.0356,Residential,Revenue
673,03-2012,3291.9877500000002,3626.6638,Residential,Revenue
678,04-2012,2849.9986,2978.794,Residential,Revenue
683,05-2012,3371.03473,3348.9775,Residential,Revenue
688,06-2012,4171.30316,3939.8489,Residential,Revenue
693,07-2012,5643.1865,3939.6697,Residential,Revenue
698,08-2012,4613.43446,3692.0789,Residential,Revenue
703,09-2012,3448.0892,3525.4324,Residential,Revenue
708,10-2012,3033.99158,3116.07,Residential,Revenue
713,11-2012,3351.29493,3681.1748,Residential,Revenue
718,12-2012,3933.38128,3830.6987,Residential,Revenue
723,01-2013,4203.87714,3884.0315,Residential,Revenue
728,02-2013,3711.7608,4414.968,Residential,Revenue
733,03-2013,3288.48264,3445.7976,Residential,Revenue
738,04-2013,3170.6675299999997,3255.7964,Residential,Revenue
743,05-2013,3328.34219,3360.7053,Residential,Revenue
748,06-2013,3756.24358,4090.0896,Residential,Revenue
753,07-2013,4769.33871,4253.947,Residential,Revenue
758,08-2013,4411.5819,3859.4792,Residential,Revenue
763,09-2013,3506.17717,3622.3022,Residential,Revenue
768,10-2013,3187.33678,3195.1514,Residential,Revenue
773,11-2013,3492.51548,3359.972,Residential,Revenue
778,12-2013,4267.68431,4085.915,Residential,Revenue
783,01-2014,4762.16911,4350.313,Residential,Revenue
788,02-2014,4254.01329,3816.8618,Residential,Revenue
793,03-2014,4031.27506,3581.2788,Residential,Revenue
798,04-2014,3207.78326,3280.0908,Residential,Revenue
803,05-2014,3320.1654,3557.8381,Residential,Revenue
808,06-2014,4144.04673,4306.5483,Residential,Revenue
813,07-2014,4368.22958,4105.1953,Residential,Revenue
818,08-2014,4567.05778,3733.5908,Residential,Revenue
823,09-2014,3508.4517899999996,3674.718,Residential,Revenue
828,10-2014,3276.29513,3346.899,Residential,Revenue
833,11-2014,3801.59767,3498.0825,Residential,Revenue
838,12-2014,4326.09407,4164.3403,Residential,Revenue
843,01-2015,4695.70266,4065.9558,Residential,Revenue
848,02-2015,4330.36553,4525.5913,Residential,Revenue
853,03-2015,3983.0617899999997,3474.0452,Residential,Revenue
858,04-2015,3104.79811,3180.4897,Residential,Revenue
863,05-2015,3343.04329,3290.0425,Residential,Revenue
868,06-2015,3891.80645,4132.048,Residential,Revenue
873,07-2015,4847.64836,3997.758,Residential,Revenue
878,08-2015,4744.3879,4076.887,Residential,Revenue
883,09-2015,3984.79871,3561.349,Residential,Revenue
888,10-2015,3192.9341,3272.1616,Residential,Revenue
893,11-2015,3415.34036,3530.7952,Residential,Revenue
898,12-2015,3926.01594,3995.901,Residential,Revenue
903,01-2016,4499.6841699999995,4431.2725,Residential,Revenue
908,02-2016,3960.82939,4466.409,Residential,Revenue
913,03-2016,3573.57651,3537.7595,Residential,Revenue
918,04-2016,3216.65262,3219.2957,Residential,Revenue
923,05-2016,3387.91094,3377.0337,Residential,Revenue
928,06-2016,4322.1068,4110.8145,Residential,Revenue
933,07-2016,5308.78194,4475.1924,Residential,Revenue
938,08-2016,5505.254010000001,3546.6484,Residential,Revenue
943,09-2016,4124.592140000001,3633.7327,Residential,Revenue
948,10-2016,3296.60825,3431.303,Residential,Revenue
953,11-2016,3382.09656,3165.5588,Residential,Revenue
958,12-2016,4494.16364,4019.8887,Residential,Revenue
998,08-2017,4510.3225,3895.5781,Residential,Revenue
1003,09-2017,3885.70328,3702.5374,Residential,Revenue
1008,10-2017,3340.70066,3290.9995,Residential,Revenue
1013,11-2017,3731.97539,3686.0405,Residential,Revenue
1018,12-2017,4560.63274,4076.5513,Residential,Revenue
1023,01-2018,5011.75596,4198.9355,Residential,Revenue
1028,02-2018,4011.28497,4454.342,Residential,Revenue
1033,03-2018,3946.38937,3720.2456,Residential,Revenue
1038,04-2018,3581.12842,3443.7634,Residential,Revenue
1043,05-2018,3813.5761700000003,3664.944,Residential,Revenue
1048,06-2018,4497.3921,4265.7173,Residential,Revenue
1053,07-2018,5402.4301,3958.1633,Residential,Revenue
1058,08-2018,5207.36842,3929.2246,Residential,Revenue
1063,09-2018,4084.4120700000003,3701.2932,Residential,Revenue
1068,10-2018,3569.30606,3714.22,Residential,Revenue
1073,11-2018,3906.88403,3500.2903,Residential,Revenue
1078,12-2018,4330.35701,4101.7656,Residential,Revenue
1083,01-2019,4721.76624,4172.3975,Residential,Revenue
1088,02-2019,4129.07769,5207.7207,Residential,Revenue
1093,03-2019,4161.63151,3506.9106,Residential,Revenue
1098,04-2019,3303.47344,3254.759,Residential,Revenue
1103,05-2019,3402.01152,3234.4863,Residential,Revenue
1108,06-2019,3970.49939,4274.6196,Residential,Revenue
1113,07-2019,5653.77526,3890.9373,Residential,Revenue
1118,08-2019,4879.44815,3783.5452,Residential,Revenue
1123,09-2019,4024.23138,3747.9695,Residential,Revenue
1128,10-2019,3456.4629699999996,3595.9756,Residential,Revenue
1133,11-2019,3880.71176,3907.1318,Residential,Revenue
1138,12-2019,4275.77863,4048.9497,Residential,Revenue
1143,01-2020,4380.08863,4585.7417,Residential,Revenue
1148,02-2020,4111.2482899999995,4587.464,Residential,Revenue
1153,03-2020,3775.22384,3755.9956,Residential,Revenue
1158,04-2020,3572.77058,3326.2922,Residential,Revenue
1163,05-2020,3765.4448,3652.8079,Residential,Revenue
1168,06-2020,4772.2415,3860.779,Residential,Revenue
1173,07-2020,6073.78911,4413.0244,Residential,Revenue
1178,08-2020,5279.880630000001,3722.5608,Residential,Revenue
1183,09-2020,3851.54411,3752.231,Residential,Revenue
1188,10-2020,3671.51775,3615.069,Residential,Revenue
1193,11-2020,3708.70526,3750.0913,Residential,Revenue
1198,12-2020,4636.3236,4150.0166,Residential,Revenue
1203,01-2021,4738.95767,4662.09,Residential,Revenue
1208,02-2021,4587.15563,3862.8015,Residential,Revenue
1213,03-2021,4025.73021,3737.8923,Residential,Revenue
1218,04-2021,3542.74348,3326.8538,Residential,Revenue
1223,05-2021,3808.46152,3806.9067,Residential,Revenue
1228,06-2021,5076.23186,4238.334,Residential,Revenue
1233,07-2021,5540.70907,4079.3396,Residential,Revenue
1238,08-2021,5970.66208,4081.6665,Residential,Revenue
1243,09-2021,4330.218,3702.6343,Residential,Revenue
1248,10-2021,3870.2368699999997,3735.6604,Residential,Revenue
1253,11-2021,4069.6304,3825.413,Residential,Revenue
1258,12-2021,4526.24826,4341.547,Residential,Revenue
1263,01-2022,5267.7520700000005,4480.354,Residential,Revenue
1268,02-2022,4675.90427,4201.887,Residential,Revenue
1273,03-2022,4332.31693,3784.0613,Residential,Revenue
1278,04-2022,3795.60763,3364.9656,Residential,Revenue
1283,05-2022,4206.07449,3876.5305,Residential,Revenue
1288,06-2022,5407.68891,4448.5186,Residential,Revenue
1293,07-2022,6477.06077,4467.9663,Residential,Revenue
1298,08-2022,6241.42904,3723.773,Residential,Revenue
1303,09-2022,4773.74606,3701.4573,Residential,Revenue
1308,10-2022,3937.00229,3707.9495,Residential,Revenue
1313,11-2022,4334.94288,3744.6675,Residential,Revenue
1318,12-2022,5470.72182,4258.1265,Residential,Revenue
1323,01-2023,5342.61021,4278.103,Residential,Revenue
1328,02-2023,4735.03868,4609.3667,Residential,Revenue
1333,03-2023,4872.23092,3666.508,Residential,Revenue
1338,04-2023,4033.29897,3573.8994,Residential,Revenue
1343,05-2023,4175.88644,3765.716,Residential,Revenue
1348,06-2023,4918.50219,4353.57,Residential,Revenue
1353,07-2023,6215.28115,4277.0415,Residential,Revenue
1358,08-2023,5756.696190000001,4183.347,Residential,Revenue
1363,09-2023,4666.5326,3655.748,Residential,Revenue
1368,10-2023,4158.33412,3744.9285,Residential,Revenue
1373,11-2023,4329.531330000001,4020.822,Residential,Revenue
1378,12-2023,4940.41777,4390.327,Residential,Revenue
1383,01-2024,5857.11188,4385.636,Residential,Revenue
1388,02-2024,4793.23399,3930.996,Residential,Revenue
0,10-2024,,3601.823,Residential,Revenue
1,11-2024,,2487.439,Residential,Revenue
2,12-2024,,4716.2075,Residential,Revenue
3,01-2025,,2487.439,Residential,Revenue
4,02-2025,,2487.439,Residential,Revenue
5,03-2025,,4394.7793,Residential,Revenue
6,04-2025,,5048.692,Residential,Revenue
7,05-2025,,4443.6787,Residential,Revenue
8,06-2025,,3427.7852,Residential,Revenue
9,07-2025,,2687.308,Residential,Revenue
10,08-2025,,3041.8643,Residential,Revenue
11,09-2025,,4032.7744,Residential,Revenue
12,10-2025,,4195.753,Residential,Revenue
13,11-2025,,3436.7495,Residential,Revenue
14,12-2025,,3492.2368,Residential,Revenue
15,01-2026,,2776.9448,Residential,Revenue
16,02-2026,,2953.791,Residential,Revenue
17,03-2026,,3814.5225,Residential,Revenue
18,04-2026,,4003.135,Residential,Revenue
19,05-2026,,3597.0645,Residential,Revenue
20,06-2026,,3359.6057,Residential,Revenue
21,07-2026,,2790.328,Residential,Revenue
22,08-2026,,3035.5032,Residential,Revenue
23,09-2026,,3877.7788,Residential,Revenue
4,01-2001,36558,33994.69,Residential,Customer
9,02-2001,28136,36748.53,Residential,Customer
14,03-2001,27899,29065.803,Residential,Customer
19,04-2001,23206,26243.424,Residential,Customer
24,05-2001,22734,27122.895,Residential,Customer
29,06-2001,26898,29961.58,Residential,Customer
34,07-2001,35650,34339.266,Residential,Customer
39,08-2001,39506,28847.445,Residential,Customer
44,09-2001,25905,28567.27,Residential,Customer
49,10-2001,23208,25212.496,Residential,Customer
54,11-2001,23255,23635.365,Residential,Customer
59,12-2001,29943,30746.48,Residential,Customer
64,01-2002,34360,34919.906,Residential,Customer
69,02-2002,26936,39600.54,Residential,Customer
74,03-2002,28650,30330.418,Residential,Customer
79,04-2002,25029,25233.172,Residential,Customer
84,05-2002,23196,25698.379,Residential,Customer
89,06-2002,30645,33458.56,Residential,Customer
94,07-2002,43012,36528.316,Residential,Customer
99,08-2002,39440,31729.15,Residential,Customer
104,09-2002,30509,30838.402,Residential,Customer
109,10-2002,24980,23880.447,Residential,Customer
114,11-2002,26378,25197.992,Residential,Customer
119,12-2002,33573,32002.438,Residential,Customer
123,01-2003,37872,34062.16,Residential,Customer
128,02-2003,31664,38322.22,Residential,Customer
133,03-2003,30041,28781.377,Residential,Customer
138,04-2003,23145,25769.445,Residential,Customer
143,05-2003,22877,25335.05,Residential,Customer
148,06-2003,25967,28914.326,Residential,Customer
153,07-2003,36442,38457.875,Residential,Customer
158,08-2003,37434,30239.53,Residential,Customer
163,09-2003,28760,30502.717,Residential,Customer
168,10-2003,24076,23797.533,Residential,Customer
173,11-2003,25085,25890.033,Residential,Customer
178,12-2003,33688,32749.988,Residential,Customer
183,01-2004,38464,33806.37,Residential,Customer
188,02-2004,32140,32382.332,Residential,Customer
193,03-2004,28942,29262.18,Residential,Customer
198,04-2004,24243,23910.281,Residential,Customer
203,05-2004,24313,24782.842,Residential,Customer
208,06-2004,29619,31112.15,Residential,Customer
213,07-2004,34808,39125.73,Residential,Customer
218,08-2004,32438,30265.826,Residential,Customer
223,09-2004,29241,30933.49,Residential,Customer
228,10-2004,24288,24295.727,Residential,Customer
233,11-2004,25567,24278.371,Residential,Customer
238,12-2004,34363,31285.2,Residential,Customer
243,01-2005,37899,38264.42,Residential,Customer
248,02-2005,30132,37485.348,Residential,Customer
253,03-2005,30929,32060.098,Residential,Customer
258,04-2005,24328,24648.738,Residential,Customer
263,05-2005,23963,26496.547,Residential,Customer
268,06-2005,34338,33327.316,Residential,Customer
273,07-2005,42934,37236.246,Residential,Customer
278,08-2005,42579,32322.111,Residential,Customer
283,09-2005,31941,30927.203,Residential,Customer
288,10-2005,26885,25494.406,Residential,Customer
293,11-2005,27035,25229.795,Residential,Customer
298,12-2005,36363,30869.975,Residential,Customer
303,01-2006,34930,36038.297,Residential,Customer
308,02-2006,29969,40199.79,Residential,Customer
313,03-2006,30897,30985.6,Residential,Customer
318,04-2006,24166,25677.92,Residential,Customer
323,05-2006,24785,28189.826,Residential,Customer
328,06-2006,30814,35846.098,Residential,Customer
333,07-2006,42076,35949.73,Residential,Customer
338,08-2006,41080,31724.047,Residential,Customer
343,09-2006,26174,30513.178,Residential,Customer
348,10-2006,25826,23920.334,Residential,Customer
353,11-2006,28186,26401.07,Residential,Customer
358,12-2006,33949,32411.256,Residential,Customer
363,01-2007,36086,37792.406,Residential,Customer
368,02-2007,34818,31999.336,Residential,Customer
373,03-2007,30340,33151.066,Residential,Customer
378,04-2007,25374,27605.934,Residential,Customer
383,05-2007,26121,26487.686,Residential,Customer
388,06-2007,33335,32419.584,Residential,Customer
393,07-2007,37902,37823.82,Residential,Customer
398,08-2007,42584,34339.465,Residential,Customer
403,09-2007,32362,32382.2,Residential,Customer
408,10-2007,27110,25584.326,Residential,Customer
413,11-2007,27524,25154.457,Residential,Customer
418,12-2007,36001,31563.709,Residential,Customer
423,01-2008,38764,35347.516,Residential,Customer
428,02-2008,34730,36671.2,Residential,Customer
433,03-2008,32284,31225.145,Residential,Customer
438,04-2008,25392,25186.53,Residential,Customer
443,05-2008,23450,26965.19,Residential,Customer
448,06-2008,31572,34569.363,Residential,Customer
453,07-2008,38467,39954.4,Residential,Customer
458,08-2008,36036,32474.996,Residential,Customer
463,09-2008,28191,30209.994,Residential,Customer
468,10-2008,24974,25233.06,Residential,Customer
473,11-2008,28552,26482.11,Residential,Customer
478,12-2008,38439,32093.084,Residential,Customer
483,01-2009,41000,33067.92,Residential,Customer
488,02-2009,32256,31471.34,Residential,Customer
493,03-2009,30243,29433.682,Residential,Customer
498,04-2009,25254,25580.68,Residential,Customer
503,05-2009,23968,27193.387,Residential,Customer
508,06-2009,29987,32246.842,Residential,Customer
513,07-2009,32236,40160.65,Residential,Customer
518,08-2009,34281,31548.908,Residential,Customer
523,09-2009,27176,30355.068,Residential,Customer
528,10-2009,25532,24736.77,Residential,Customer
